Facility Name,Site Address,Last Inspection Date,Facility Type,url_entity_partial,category,Community,Program Area,Closed Date,Reason,Reopen Date,Type,Offense,Outcome,Offense Date,Resolved Date,url_entity_full
Tarentorus Public School - Elementary School,96 Northwood Street  Sault Ste. Marie ON P6B 4M4,21-Nov-2023,Elementary School,location.href = '/Portal/Facility/Details/2b608573-5d53-4f2e-a77b-d5ff61dde8ac' ,food,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/2b608573-5d53-4f2e-a77b-d5ff61dde8ac
Tazzi's Cafe & Bakery - Restaurant,478 Queen Street E  Sault Ste. Marie ON P6A 1Z8,12-Dec-2023,Restaurant,location.href = '/Portal/Facility/Details/b96a8f3e-2c11-42f4-918f-05986ef07b47' ,food,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/b96a8f3e-2c11-42f4-918f-05986ef07b47
Ten Mile Lake Lodge - Banquet Hall,PO Box 626  Elliot Lake ON P5A 2R5,,Banquet Hall,location.href = '/Portal/Facility/Details/0b840952-e5f3-4a59-8dc9-73c8a979000e' ,food,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/0b840952-e5f3-4a59-8dc9-73c8a979000e
Thali the Indian Cuisine - Restaurant,384 McNabb Street  Sault Ste Marie ON,18-Dec-2023,Restaurant,location.href = '/Portal/Facility/Details/cb40a1ed-09a5-4695-8986-2fb5ab547468' ,food,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/cb40a1ed-09a5-4695-8986-2fb5ab547468
That Fruit Place - Food Take Out,805 Queen Street E  Sault Ste Marie ON P6A 2A8,05-Mar-2024,Food Take Out,location.href = '/Portal/Facility/Details/93fc3a9a-13a0-43d0-a5e5-9a5a7b06da00' ,food,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/93fc3a9a-13a0-43d0-a5e5-9a5a7b06da00
The Big Bear Properties - Restaurant,2 Front Street  Hawk Junction ON P0S 1G0,04-Oct-2023,Restaurant,location.href = '/Portal/Facility/Details/e9a7193e-dcef-409b-8be2-9222823f5ba1' ,food,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/e9a7193e-dcef-409b-8be2-9222823f5ba1
The Big Moose Ice Cream Parlour - Ice Cream / Yogurt Vendor,1332 Great Northern Rd  Sault Ste. Marie ON P6A 5K7,01-May-2024,Ice Cream / Yogurt Vendor,location.href = '/Portal/Facility/Details/57e74360-58c2-4335-9e23-fc2be7fca424' ,food,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/57e74360-58c2-4335-9e23-fc2be7fca424
The Black Bear Cafe and Eatery SDWS# 726626162 - Restaurant,2389 D Line  Richards Landing ON P0R,12-Mar-2024,Restaurant,location.href = '/Portal/Facility/Details/2b4cf939-5966-420d-86bd-1e727eee063e' ,food,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/2b4cf939-5966-420d-86bd-1e727eee063e
The Blockhouse Pub - Restaurant,83 Huron St  Sault Ste Marie ON P6A 5P9,12-Feb-2024,Restaurant,location.href = '/Portal/Facility/Details/3c9d5c79-4534-422a-b67d-541abcc29846' ,food,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/3c9d5c79-4534-422a-b67d-541abcc29846
The Breakfast Pig Badass Eatery - Restaurant,265 Bruce Street  Sault Ste Marie ON P6B 1P5,04-Apr-2024,Restaurant,location.href = '/Portal/Facility/Details/615a3fad-abf2-4696-9c92-9b328a9815c2' ,food,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/615a3fad-abf2-4696-9c92-9b328a9815c2
The Cake Lady - Baked Goods - Retail,9198 Highway 17  Bruce Mines ON P0R1C0,08-Dec-2023,Baked Goods - Retail,location.href = '/Portal/Facility/Details/b8ff485b-f61c-4f43-9583-1b8a92458972' ,food,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/b8ff485b-f61c-4f43-9583-1b8a92458972
The Chillside Grill - Food Take Out,B-290 Hillside Dr S  Elliot Lake ON P5A 1N8,13-Sep-2023,Food Take Out,location.href = '/Portal/Facility/Details/0366b61c-60bb-49b9-a75c-540d3256e791' ,food,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/0366b61c-60bb-49b9-a75c-540d3256e791
The Dawg House - Hot Dog Cart,Elliot Lake  ON,05-Apr-2024,Hot Dog Cart,location.href = '/Portal/Facility/Details/837ded0b-c40a-4a0d-ab64-2814b0dd6f37' ,food,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/837ded0b-c40a-4a0d-ab64-2814b0dd6f37
The Gelato Mill - Ice Cream / Yogurt Vendor,83 Huron St.  Sault Ste Marie ON P6A 5P4,26-Mar-2024,Ice Cream / Yogurt Vendor,location.href = '/Portal/Facility/Details/e4a0def4-b805-4750-8530-faf0c9abb456' ,food,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/e4a0def4-b805-4750-8530-faf0c9abb456
The Goulais Baykery - Home Based Food Inspection,"492 Kelly Crk Rd,  Goulais River ON P0S 1E0",04-Mar-2024,Home Based Food Inspection,location.href = '/Portal/Facility/Details/3097422d-5b7b-4eea-8f2a-f5ca293f635a' ,food,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/3097422d-5b7b-4eea-8f2a-f5ca293f635a
The Ice Cream Bar Co. - Ice Cream / Yogurt Vendor,121 McNeice Street  Sault Ste. Marie ON P6A 4X5,27-Jun-2023,Ice Cream / Yogurt Vendor,location.href = '/Portal/Facility/Details/3c5b7b9f-f523-4e7c-b08c-f1ffd4858f3f' ,food,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/3c5b7b9f-f523-4e7c-b08c-f1ffd4858f3f
The Kitchen - Cafeteria,1520 Queen St. E  Sault Ste Marie ON P6A 2G4,08-Jan-2024,Cafeteria,location.href = '/Portal/Facility/Details/819565e2-cb50-4b2e-9e6a-68187b59ff72' ,food,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/819565e2-cb50-4b2e-9e6a-68187b59ff72
The Mill Steakhouse and Wine Bar - Banquet Hall,75 Huron St  Sault Ste Marie ON P6A 5P4,01-May-2024,Banquet Hall,location.href = '/Portal/Facility/Details/1832a037-a6f5-4d10-94e6-f05327db6a68' ,food,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/1832a037-a6f5-4d10-94e6-f05327db6a68
The Northern Way - Restaurant,Esnagi Lake  Cudney Twp. ON,,Restaurant,location.href = '/Portal/Facility/Details/d042dba2-3245-48e7-950c-1d933b35a299' ,food,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/d042dba2-3245-48e7-950c-1d933b35a299
The Oaks Centre - Institutional Servery,9 Oakland Blvd  Elliot Lake ON P5A 2T1,27-Feb-2024,Institutional Servery,location.href = '/Portal/Facility/Details/75fa5569-f361-4f96-a04b-fb96ffa9dc4c' ,food,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/75fa5569-f361-4f96-a04b-fb96ffa9dc4c
The Ontario Finnish Resthome Association - Long Term Care Facility,725 North St  Sault Ste. Marie ON P6B 5Z3,22-Feb-2024,Long Term Care Facility,location.href = '/Portal/Facility/Details/dc0a5d66-5cc8-40ce-8254-303bc71391f8' ,food,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/dc0a5d66-5cc8-40ce-8254-303bc71391f8
The Outpost Lodge - Restaurant,8572 Hwy 129  Gould Township ON,,Restaurant,location.href = '/Portal/Facility/Details/4650f529-53c7-40cb-9cbb-0786f6c03e8b' ,food,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/4650f529-53c7-40cb-9cbb-0786f6c03e8b
The Pier Sports Bar - Restaurant,1-Causley St  Blind River ON P0R 1B0,07-Mar-2024,Restaurant,location.href = '/Portal/Facility/Details/09e1ef09-8681-4b58-873e-97f02459ec8a' ,food,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/09e1ef09-8681-4b58-873e-97f02459ec8a
The Pit Stop Cafe (Laird Raceway) - Restaurant,Laird Fair Grounds  Echo Bay ON P0S 1C0,25-Aug-2023,Restaurant,location.href = '/Portal/Facility/Details/5c95669f-f657-46f5-8ee5-e55ed91e40cc' ,food,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/5c95669f-f657-46f5-8ee5-e55ed91e40cc
The Queen's Tarts - Baked Goods - Retail,472 Queen Street East  Sault Ste Marie ON P6A 1Z8,04-Dec-2023,Baked Goods - Retail,location.href = '/Portal/Facility/Details/b1e68860-b61f-4ebe-8791-8c8ca513f3e4' ,food,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/b1e68860-b61f-4ebe-8791-8c8ca513f3e4
The Reservoir - Restaurant,303 Eldorado Rd  Blind River ON P0R 1B0,20-Jun-2023,Restaurant,location.href = '/Portal/Facility/Details/87a749c2-87cf-47a8-ba71-be27f85dab11' ,food,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/87a749c2-87cf-47a8-ba71-be27f85dab11
The Roadhouse Bar & Grill - Restaurant,743 Trunk Rd  Sault Ste. Marie ON P6A 3T3,06-Feb-2024,Restaurant,location.href = '/Portal/Facility/Details/ded9af5a-07ed-4d2f-a177-4b73809ede14' ,food,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/ded9af5a-07ed-4d2f-a177-4b73809ede14
The Soo Waffle House - Food Take Out,412 Albert  Sault Ste. Marie ON,09-Apr-2024,Food Take Out,location.href = '/Portal/Facility/Details/f0655bb1-dc6b-470f-b8fb-bb4314071a7d' ,food,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/f0655bb1-dc6b-470f-b8fb-bb4314071a7d
The Soup Witch - Restaurant,215 Fourth Line East  Sault Ste. Marie ON P6A 5K8,02-Feb-2024,Restaurant,location.href = '/Portal/Facility/Details/c48e5687-c12d-4507-a77b-3e0c1732ae8f' ,food,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/c48e5687-c12d-4507-a77b-3e0c1732ae8f
The Stockhouse Grill - Restaurant,192 Wellington Street W  Sault Ste. Marie ON P6A 1H4,18-Oct-2023,Restaurant,location.href = '/Portal/Facility/Details/d7cd7cc8-b6ef-4f83-92c9-5b04af617e2c' ,food,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/d7cd7cc8-b6ef-4f83-92c9-5b04af617e2c
The Sweetest Slice - Home Based Food Inspection,293 Beverly Street  Sault Ste. Marie ON P6A 1S3,,Home Based Food Inspection,location.href = '/Portal/Facility/Details/31450a1e-407a-4232-852c-6e783c16b514' ,food,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/31450a1e-407a-4232-852c-6e783c16b514
The Swirl - ELSS Hospitality and Tourism SHSM - Ice Cream / Yogurt Vendor,303 Mississauga Ave  Elliot Lake ON P5A 1E8,,Ice Cream / Yogurt Vendor,location.href = '/Portal/Facility/Details/b0a53f42-8bc0-4b09-9210-1779d16e19f8' ,food,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/b0a53f42-8bc0-4b09-9210-1779d16e19f8
The Taj Indian Cuisine Ltd. - Restaurant,420 Great Northern Rd  Sault Ste Marie ON P6B 4Z7,12-Mar-2024,Restaurant,location.href = '/Portal/Facility/Details/19633077-72cc-4ee1-8cfa-985843030d84' ,food,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/19633077-72cc-4ee1-8cfa-985843030d84
The Tap Room - Restaurant,50 Pim St  Sault Ste Marie ON P6A 3G4,28-Sep-2023,Restaurant,location.href = '/Portal/Facility/Details/16a08e92-432a-4576-9ccf-aa3bd50949d3' ,food,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/16a08e92-432a-4576-9ccf-aa3bd50949d3
The Trading Post - Convenience / Variety,1332 Great Northern Rd  Sault Ste. Marie ON P6B 0B3,18-Aug-2023,Convenience / Variety,location.href = '/Portal/Facility/Details/82b61427-87b9-4092-94ce-d9c3eaa48272' ,food,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/82b61427-87b9-4092-94ce-d9c3eaa48272
The Untraditional Baker - Home Based - Low Risk Food Inspection,"27 Hillcrest Ave  Wawa, PO Bos 142 ON P0S 1K0",02-May-2023,Home Based - Low Risk Food Inspection,location.href = '/Portal/Facility/Details/a4e6a309-fda0-48b5-9aad-bc7a7ab83261' ,food,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/a4e6a309-fda0-48b5-9aad-bc7a7ab83261
The Well Ministries - Snack Bar / Refreshment Stand,B-18 Woodward Ave  Blind River ON P0R 1B0,06-Mar-2024,Snack Bar / Refreshment Stand,location.href = '/Portal/Facility/Details/1cfdef4f-f1c4-4a17-b629-e35fa22f3d4e' ,food,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/1cfdef4f-f1c4-4a17-b629-e35fa22f3d4e
The Wharf Wagon - Mobile Preparation Premises,1195 Richard St  Richards Landing ON P0R 1J0,11-Aug-2023,Mobile Preparation Premises,location.href = '/Portal/Facility/Details/f7f48571-4839-4233-98fa-6ed8037c2db6' ,food,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/f7f48571-4839-4233-98fa-6ed8037c2db6
The Whisky Barrel - Restaurant,113 Gore St  Sault Ste. Marie ON P6A 1L9,11-Apr-2024,Restaurant,location.href = '/Portal/Facility/Details/c51c4b0c-31ac-41c2-b708-b87e87c34f0e' ,food,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/c51c4b0c-31ac-41c2-b708-b87e87c34f0e
The Yellow Butterfly Trading Post Cafe - Food Take Out,21467-Highway 17  Iron Bridge ON P0R 1H0,07-Sep-2023,Food Take Out,location.href = '/Portal/Facility/Details/f4ec98cf-925a-4d26-a1c5-a38402a459be' ,food,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/f4ec98cf-925a-4d26-a1c5-a38402a459be
Thessalon Arena Canteen - Food Take Out,132 Main St  Thessalon ON P0R 1L0,,Food Take Out,location.href = '/Portal/Facility/Details/b8e3217d-328f-41b7-8d89-e982748f6a12' ,food,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/b8e3217d-328f-41b7-8d89-e982748f6a12
Thessalon Bible Chapel - Church Banquet Facility,11 Huron St West  Thessalon ON P0R1L0,26-Mar-2024,Church Banquet Facility,location.href = '/Portal/Facility/Details/fde77a2b-95b9-4df2-b54d-bf609a9369da' ,food,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/fde77a2b-95b9-4df2-b54d-bf609a9369da
Thessalon Public School - Elementary School,90 Stanley St  Thessalon ON P0R1L0,,Elementary School,location.href = '/Portal/Facility/Details/754ce1e8-88b5-495d-b7af-ae49c2a38978' ,food,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/754ce1e8-88b5-495d-b7af-ae49c2a38978
Thomson Farms and Winery - Bakery - Production,4057 Third Line W  Sault Ste. Marie ON P6A 5K6,27-Nov-2023,Bakery - Production,location.href = '/Portal/Facility/Details/d247f0f9-9f7f-4bde-a98e-245fb770f6d5' ,food,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/d247f0f9-9f7f-4bde-a98e-245fb770f6d5
Three Aces Restaurant - Restaurant,22162 Highway 17  Iron Bridge ON P0R 1H0,25-Apr-2024,Restaurant,location.href = '/Portal/Facility/Details/68525ada-22cf-4c7a-be58-9db88dc32748' ,food,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/68525ada-22cf-4c7a-be58-9db88dc32748
Tilt'n Hilton - Restaurant,Box 96  Hilton Beach ON P0R 1G0,14-Jun-2023,Restaurant,location.href = '/Portal/Facility/Details/f4a4ee4c-68d2-49a5-94f0-7a609c993de6' ,food,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/f4a4ee4c-68d2-49a5-94f0-7a609c993de6
Tim Hortons #1925 - Restaurant,335 John St  Sault Ste. Marie ON P6A 3J6,10-Jan-2024,Restaurant,location.href = '/Portal/Facility/Details/e90f23e0-1247-4e7c-a9b7-04d10ff11383' ,food,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/e90f23e0-1247-4e7c-a9b7-04d10ff11383
Tim Hortons 5769 - Restaurant,699 Trunk Rd  Sault Ste Marie ON P6A 3T1,02-Feb-2023,Restaurant,location.href = '/Portal/Facility/Details/a37d8b64-a068-44cb-8871-990c6010c3a3' ,food,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/a37d8b64-a068-44cb-8871-990c6010c3a3
Tim Hortons - Food Take Out,442 Bruce St  Sault Ste Marie ON P6B 2T9,01-May-2024,Food Take Out,location.href = '/Portal/Facility/Details/11775c08-6b50-48cf-a164-1dda423f4074' ,food,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/11775c08-6b50-48cf-a164-1dda423f4074
Tim Hortons - Restaurant,628 Third Line  Sault Ste. Marie ON P6A 6S8,15-Apr-2024,Restaurant,location.href = '/Portal/Facility/Details/330bc226-4a94-4dad-b006-9544c92823ef' ,food,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/330bc226-4a94-4dad-b006-9544c92823ef
Tim Hortons - Restaurant,410 McNabb St  Sault Ste. Marie ON P6B 1Z2,24-Apr-2024,Restaurant,location.href = '/Portal/Facility/Details/1ad44603-3e51-49c1-891e-aaf7997c2658' ,food,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/1ad44603-3e51-49c1-891e-aaf7997c2658
Tim Hortons - Restaurant,223 Second Line W  Sault Ste. Marie ON P6C 2J3,08-Feb-2024,Restaurant,location.href = '/Portal/Facility/Details/39d7f9cc-fbc1-4d82-9a24-b114a44c0fd6' ,food,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/39d7f9cc-fbc1-4d82-9a24-b114a44c0fd6
Tim Hortons - Restaurant,191 Trunk Rd  Sault Ste. Marie ON P6A 3S5,09-Apr-2024,Restaurant,location.href = '/Portal/Facility/Details/d4f9deb7-8b9c-4975-bf00-a06d7b5061bf' ,food,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/d4f9deb7-8b9c-4975-bf00-a06d7b5061bf
Tim Hortons - Restaurant,542 Bay St  Sault Ste. Marie ON P6A 1X5,29-Jun-2023,Restaurant,location.href = '/Portal/Facility/Details/1cb50012-a813-4495-af2a-7b3574b4947e' ,food,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/1cb50012-a813-4495-af2a-7b3574b4947e
Tim Hortons - Restaurant,443 Northern Ave E  Sault Ste. Marie ON P6A 5L3,23-Feb-2024,Restaurant,location.href = '/Portal/Facility/Details/997f95b8-bc58-498e-9614-5d64baeb0b10' ,food,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/997f95b8-bc58-498e-9614-5d64baeb0b10
Tim Hortons - Restaurant,293 Bay St  Sault Ste. Marie ON P6A 1X3,17-Apr-2023,Restaurant,location.href = '/Portal/Facility/Details/6a3d11c0-57fe-4335-a141-de149a80c8fc' ,food,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/6a3d11c0-57fe-4335-a141-de149a80c8fc
Tim Hortons - Restaurant,389 Great Northern Rd  Sault Ste. Marie ON P6B 4Z8,15-Mar-2024,Restaurant,location.href = '/Portal/Facility/Details/f9998d13-1637-4adc-8e5e-cfb1d4f83fd0' ,food,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/f9998d13-1637-4adc-8e5e-cfb1d4f83fd0
Tim Hortons - Restaurant,Hwy 101-92 Mission Rd  Wawa ON P0S 1K0,08-Mar-2024,Restaurant,location.href = '/Portal/Facility/Details/98957ea4-9c3b-484a-8f08-ed83173ae207' ,food,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/98957ea4-9c3b-484a-8f08-ed83173ae207
Tim Hortons - Restaurant,Highway 108 N  Elliot Lake ON P5A 2T2,30-Jun-2023,Restaurant,location.href = '/Portal/Facility/Details/a9189df4-c011-45fc-8144-f8ee6c76d1d9' ,food,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/a9189df4-c011-45fc-8144-f8ee6c76d1d9
Tim Hortons - Thessalon - Restaurant,10 Lakeside Drive  Thessalon ON P0R1L0,22-Apr-2024,Restaurant,location.href = '/Portal/Facility/Details/7c51c311-f32b-48b6-94be-1c059d74e973' ,food,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/7c51c311-f32b-48b6-94be-1c059d74e973
Tim Hortons (Blind River) - Restaurant,43-Causley  Blind River ON P0R 1B0,31-Jan-2024,Restaurant,location.href = '/Portal/Facility/Details/0f00bd9e-9a8c-46a5-aae9-20dd812ed133' ,food,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/0f00bd9e-9a8c-46a5-aae9-20dd812ed133
Tim Hortons (Esso) - Food Take Out,498-Causley St  Blind River ON P0R 1B0,16-Feb-2024,Food Take Out,location.href = '/Portal/Facility/Details/2963d389-e083-4aca-9313-6bae8200ced1' ,food,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/2963d389-e083-4aca-9313-6bae8200ced1
Timber Village Museum - Community Kitchen,1 Hagger Road  Blind River ON P0R 1B0,21-Mar-2024,Community Kitchen,location.href = '/Portal/Facility/Details/efe6e650-74a2-45e9-8098-cb2214b84268' ,food,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/efe6e650-74a2-45e9-8098-cb2214b84268
Timberland General Store - Convenience / Variety,RR #1-3030 Highway 17 N  Goulais River ON P0S 1E0,05-Feb-2024,Convenience / Variety,location.href = '/Portal/Facility/Details/f261c072-09da-4ff2-8aa3-f0d3fa6d5de3' ,food,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/f261c072-09da-4ff2-8aa3-f0d3fa6d5de3
Top Hat Billiards - Cocktail Bar,654 Queen Street E  Sault Ste. Marie ON P6A 2A4,14-Dec-2023,Cocktail Bar,location.href = '/Portal/Facility/Details/1d4a00a1-1e70-4802-aaeb-3991ac4ebdec' ,food,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/1d4a00a1-1e70-4802-aaeb-3991ac4ebdec
Topper's Pizza - Food Take Out,151 Hillside Dr S  Elliot Lake ON P5A 2T2,02-Aug-2023,Food Take Out,location.href = '/Portal/Facility/Details/e41d732f-d6d5-4b6e-8a2c-4334cdf3e2ad' ,food,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/e41d732f-d6d5-4b6e-8a2c-4334cdf3e2ad
Topper's Pizza - Food Take Out,6-143 Great Northern Road  Sault Ste. Marie ON P6B 4Y1,21-Aug-2023,Food Take Out,location.href = '/Portal/Facility/Details/190e677c-7408-4d63-8373-24aa830db5f6' ,food,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/190e677c-7408-4d63-8373-24aa830db5f6
Township of the North Shore Kitchen - Community Kitchen,1385 Highway 17  Algoma Mills ON P0R 1A0,21-Jul-2022,Community Kitchen,location.href = '/Portal/Facility/Details/740ded37-9930-45d5-a364-a3bec6228a52' ,food,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/740ded37-9930-45d5-a364-a3bec6228a52
